year,nycha_development,borough_x,total_number_of_resident_job_placements,average_wage_of_such_residents,total_number_of_resident_connections_to_services,total_number_of_residents_that_applied_for_the_nycha_resident_training_academy,total_number_of_residents_that_were_accepted_and_enrolled,total_number_residents_placed_into_full-time_or_part-time_jobs,number_of_residents_that_enrolled_in_financial_counseling_services/workshops_through_the_rees_zone_partner_program,total_number_of_residents_enrolled_in_vocational_training_programs_through_the_program,total_number_of_residents_enrolled_in_prep_courses_for_english_as_a_second_language_(esol)_or_the_test_assessing_secondary_completion_(tasc)_through_the_program,service_connections,data_as_of,hud_amp#,tds#,consolidated_tds#,development_edp#,operating_edp#,hud_#,program,method,type,number_of_section_8_transition_apartments,number_of_current_apartments,total_number_of_apartments,number_of_rental_rooms,avg_no_r/r_per_apartment,population_section_8_transition,population_public_housing,total_population,total_#_of_fixed_income_household,percent_fixed_income_households,number_of_residential_bldgs,number_of_non-residential_bldgs,number_of_stairhalls,number_of_stories,total_area_sq_ft,acres,net_dev_area_sq_ft,excluding_park_acres,bldg_coverage_sq_ft,cubage_cu_ft,bldg_coverage_%,density,development_cost,per_rental_room,avg_monthly_gross_rent,location_street_a,location_street_b,location_street_c,location_street_d,borough_y,community_distirct,us_congressional_district,ny_state_senate_district,ny_state_assembly_district,ny_city_council_district,completion_date,federalized_development,senior_development,electricity_paid_by_residents,private_management,rad_transferred_date,borough,services_per_capita
2022.0,FHA REPOSSESSED HOUSES (GROUP IV),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012090,226,091,345,324,NY005159,FEDERAL,CONVENTIONAL,REHAB,0.0,9,9.0,51.5,5.72,0,13,13.0,5,0.5556,9.0,0.0,9.0,1–2–3,"26,229.0",0.6,"59,855",1.37,,,,22.0,"$535,873","$4,084","$1,106",8 QUEENS,1 BRONX,,,BRONX/QUEENS,,"05, 14","10, 14, 34","24, 29, 32, 33, 85","18, 27, 28, 31",1971-06-30T00:00:00.000,,,YES,,,,0.0
2022.0,FHA REPOSSESSED HOUSES (GROUP III),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012090,213,091,340,324,NY005158,FEDERAL,CONVENTIONAL,REHAB,0.0,11,11.0,59.5,5.41,0,15,15.0,6,0.6,10.0,0.0,11.0,1–2,"26,362.0",0.61,"48,377",1.11,,,,25.0,"$391,158","$3,743",$948,9 QUEENS,1 BRONX,,,BRONX/QUEENS,,"05, 15","10, 14, 36","29, 31, 32, 33, 83","12, 27, 28, 31",1971-04-30T00:00:00.000,,,YES,,,,0.0
2022.0,FHA REPOSSESSED HOUSES (GROUP II),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012090,212,091,327,324,NY005155,FEDERAL,CONVENTIONAL,REHAB,0.0,11,11.0,58.5,5.32,0,19,19.0,2,0.25,10.0,0.0,11.0,1–2–3,"28,327.0",0.65,"71,102",1.63,,,,29.0,"$638,109","$3,710","$1,308",9 QUEENS,1 BRONX,,,BRONX/QUEENS,,"05, 14","10, 14, 34","29, 31, 32, 33, 85","18, 27, 28, 31",1970-09-30T00:00:00.000,,,YES,,,,0.0
2022.0,FHA REPOSSESSED HOUSES (GROUP I),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012090,209,091,324,324,NY005140,FEDERAL,CONVENTIONAL,REHAB,0.0,23,23.0,116.5,5.07,0,18,18.0,8,0.5714,20.0,0.0,23.0,1–2,"52,507.9",1.21,"109,109",2.5,,,,15.0,"$872,178","$3,645",$901,20 QUEENS,,,,QUEENS,,05,"10, 14","29, 31, 32, 33","27, 28, 31",1969-10-31T00:00:00.000,,,YES,,,,0.0
2022.0,FENIMORE-LEFFERTS,Unknown,0.0,24.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005011670,205,167,322,283,NY005129,FEDERAL,TURNKEY,NEW CONST,,35,36.0,175.5,5.01,0,86,86.0,13,0.0038,18.0,0.0,18.0,2,"35,483.1",0.81,"33,705",0.77,"20,339","564,300",60.34%,106.0,"$633,673","$3,520",$805,FENIMORE ST,TROY AVE,LEFFERTS AVE,NOSTRAND AVE,BROOKLYN,9,09,20,43,40,1969-09-30T00:00:00.000,,,YES,,11/28/2023,,0.0
2022.0,FARRAGUT,Unknown,9.0,20.07,55.0,23.0,0.0,5.0,5.0,0.0,0.0,55.0,1/1/2025,NY005000290,029,029,532,532,NY005220C,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,383",1390.0,"6,484.5",4.69,0,"2,743",2743.0,560,0.4272,10.0,0.0,10.0,14,"729,556.5",16.75,"723,570",16.61,"100,746","11,639,930",13.92%,164.0,"$15,187,000","$2,324",$643,YORK ST,NASSAU ST,NAVY ST,BRIDGE ST,BROOKLYN,2,07,25,57,35,1952-05-07T00:00:00.000,1978/07/01-ATP 3,,,,,BROOKLYN,0.02005103900838498
2022.0,ELLIOTT,Unknown,5.0,23.49,17.0,5.0,0.0,0.0,0.0,0.0,0.0,17.0,1/1/2025,NY005011340,015,134,367,367,NY005181C,FEDERAL,CONVENTIONAL,NEW CONST,0.0,604,608.0,"2,833.0",4.69,0,"1,163",1163.0,233,0.438,4.0,0.0,8.0,11–12,"161,696.6",3.71,"204,530",4.7,"45,023","4,301,454",22.01%,313.0,"$5,042,342","$1,808",$668,W 25TH ST,CHELSEA PARK,NINTH AVE,TENTH AVE,MANHATTAN,4,12,47,75,03,1947-07-15T00:00:00.000,1972/06/29-FED TRAN,,,,,MANHATTAN,0.014617368873602751
2022.0,EDENWALD,Unknown,9.0,21.54,45.0,15.0,0.0,0.0,5.0,0.0,0.0,45.0,1/1/2025,NY005000570,057,057,214,214,NY005019,FEDERAL,CONVENTIONAL,NEW CONST,,"2,035",2039.0,"9,411.0",4.76,0,"4,783",4783.0,633,0.0032,40.0,2.0,68.0,3-14,"2,373,791.0",54.49,"2,023,005",46.44,"344,433","17,847,449",16.18%,88.0,"$22,862,156","$2,359",$584,GRENADA PL,BAYCHESTER AVE,E 225TH ST,LACONIA AVE,BRONX,12,16,36,83,12,1953-10-30T00:00:00.000,,,,,06/27/2023,,0.00940832113736149
2022.0,EASTCHESTER GARDENS,Unknown,0.0,16.55,34.0,14.0,0.0,0.0,0.0,5.0,0.0,34.0,1/1/2025,NY005010340,034,034,313,313,NY005114A,FEDERAL,CONVENTIONAL,NEW CONST,0.0,874,877.0,"4,235.0",4.85,0,"1,806",1806.0,353,0.4315,10.0,0.0,15.0,7–8,"599,719.0",13.77,"607,396",13.94,"115,918","7,891,470",17.73%,131.0,"$9,514,000","$2,244",$604,BURKE AVE,BOUCK AVE,ADEE AVE,YATES AVE,BRONX,11,15,36,83,12,1950-06-01T00:00:00.000,1968/08/29-FED TRAN,,,,03/27/2025,,0.018826135105204873
2022.0,EAST RIVER,Unknown,0.0,20.44,20.0,11.0,0.0,0.0,0.0,0.0,0.0,20.0,1/1/2025,NY005010090,009,009,207,207,NY005005,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,150",1170.0,"4,826.0",4.2,0,"2,020",2020.0,450,0.4294,10.0,1.0,29.0,6–10–11,"465,829.6",10.69,"466,607",10.71,"112,140","7,963,515",21.87%,189.0,"$5,304,700","$1,086",$560,FIRST AVE,FDR DRIVE,E 102ND ST,E 105TH ST,MANHATTAN,11,13,29,68,08,1941-05-20T00:00:00.000,,,,,,MANHATTAN,0.009900990099009901
2022.0,EAST NEW YORK CITY LINE,Unknown,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1/1/2025,NY005010700,263,070,378,378,NY005171,FEDERAL,TURNKEY,NEW CONST,0.0,66,66.0,409.0,6.2,0,250,250.0,23,0.3485,33.0,0.0,33.0,3,"85,226.3",1.96,"84,400",1.94,"26,943","719,300",31.92%,128.0,"$2,774,644","$6,784",$726,FOUNTAIN AVE,HEGEMAN AVE,LOGAN ST,,BROOKLYN,5,08,19,60,42,1976-03-31T00:00:00.000,,,,,,BROOKLYN,0.02
2022.0,EAST 180TH STREET-MONTEREY AVENUE,Unknown,0.0,15.8,8.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,1/1/2025,NY005012270,208,180,323,363,NY005124,FEDERAL,CONVENTIONAL,NEW CONST,0.0,239,239.0,"1,052.5",4.4,0,474,474.0,102,0.4615,1.0,1.0,2.0,10,"71,458.5",1.64,"78,743",1.81,"30,800","2,072,776",39.11%,289.0,"$8,727,000","$8,221",$559,E 180TH ST,E 181ST ST,LAFONTAINE AVE,QUARRY RD,BRONX,6,15,32,86,15,1973-09-30T00:00:00.000,,,,,06/24/2025,,0.016877637130801686
2022.0,EAST 173RD STREET-VYSE AVENUE,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005015300,338,530,778,748,NY005252,FEDERAL,TURNKEY,NEW CONST,0.0,168,168.0,758.0,4.51,0,364,364.0,51,0.3148,7.0,0.0,28.0,3,"195,177.7",4.48,"196,060",4.5,"59,524","1,547,624",28.46%,81.0,"$12,629,936","$16,684",$714,SOUTHERN BLVD,E 173RD ST,VYSE AVE,JENNINGS ST,BRONX,3,15,32,79,17,1987-10-31T00:00:00.000,,,YES,YES,,BRONX,0.0
2022.0,EAST 165TH STREET-BRYANT AVENUE,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005015300,304,530,552,748,NY005226,FEDERAL,TURNKEY,NEW CONST,0.0,111,111.0,588.5,5.3,0,347,347.0,20,0.1818,5.0,0.0,19.0,3,"143,200.4",3.29,"137,566",3.16,"41,134","1,286,795",29.90%,106.0,"$8,178,643","$13,874",$778,WESTCHESTER AVE,LONGFELLOW AVE,ALDUS ST,HOE AVE,BRONX,2,14,32,85,17,1987-10-31T00:00:00.000,,,YES,YES,,BRONX,0.0
2022.0,EAST 152ND STREET-COURTLANDT AVENUE,Unknown,0.0,22.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010280,237,028,360,360,NY005154,FEDERAL,TURNKEY,NEW CONST,0.0,221,221.0,913.5,4.13,0,326,326.0,139,0.7056,2.0,0.0,2.0,11–14,"64,403.7",1.48,"63,175",1.45,"21,301","1,801,668",33.72%,220.0,"$7,717,944","$8,330",$515,E 151ST ST,E 153RD ST,COURTLANDT AVE,MELROSE AVE,BRONX,1,15,29,84,17,1973-08-31T00:00:00.000,,PARTIALLY (1 BUILDING),,,,BRONX,0.0
2022.0,EAGLE AVENUE-EAST 163RD STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005000590,224,059,343,236,NY005165,FEDERAL,TURNKEY,NEW CONST,,66,66.0,279.0,4.23,0,138,138.0,22,0.0037,1.0,0.0,1.0,6,"28,363.0",0.65,"28,125",0.65,"9,828","598,000",34.94%,212.0,"$1,710,901","$6,078",$530,EAGLE AVE,E 163RD ST,THIRD AVE,E 161ST ST,BRONX,3,15,32,79,17,1971-05-31T00:00:00.000,,,,,09/28/2023,,0.0
2022.0,DYCKMAN,Unknown,5.0,28.98,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1/1/2025,NY005000410,041,041,373,373,NY005183A,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,163",1167.0,"5,042.5",4.34,0,"1,966",1966.0,593,0.5338,7.0,1.0,7.0,14,"566,569.9",13.01,"570,318",13.09,"80,457","9,780,114",13.11%,151.0,"$14,202,915","$2,812",$626,DYCKMAN ST,NAGLE AVE,W 204TH ST,TENTH AVE,MANHATTAN,12,13,31,72,10,1951-04-25T00:00:00.000,1972/06/29-FED TRAN,,,,,MANHATTAN,0.006612410986775178
2022.0,DREW-HAMILTON,Unknown,6.0,17.56,24.0,14.0,5.0,0.0,0.0,0.0,0.0,24.0,1/1/2025,NY005021110,111,111,434,434,NY005373,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,278.0,"1,211",1217.0,"5,344.5",4.41,506,"1,839",2345.0,473,0.4332,5.0,0.0,5.0,21,"298,347.5",6.85,"292,159",6.71,"74,433","9,889,060",23.84%,342.0,"$25,146,000","$4,687",$576,W 141ST ST,W 144TH ST,POWELL BLVD,DOUGLASS BLVD,MANHATTAN,10,13,30,70,09,1965-09-30T00:00:00.000,,,,,,MANHATTAN,0.01023454157782516
2022.0,DOUGLASS II,Unknown,0.0,31.41,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1/1/2025,NY005010820,582,082,569,569,NY005244B,FEDERAL,CONVENTIONAL,NEW CONST,0.0,750,753.0,"3,457.0",4.61,0,"1,498",1498.0,331,0.451,6.0,0.0,6.0,9–12–17–18–20,"350,061.5",8.04,"330,232",7.58,"44,044","6,568,578",10.61%,186.0,"$14,739,246","$4,277",$686,W 104TH ST,COLUMBUS AVE,W 100TH ST,AMSTERDAM AVE,MANHATTAN,7,13,30,69,07,1958-09-25T00:00:00.000,1979/08/01-ATP 4,,,,,MANHATTAN,0.01602136181575434
2022.0,DOUGLASS I,Unknown,0.0,33.7,47.0,7.0,0.0,0.0,10.0,0.0,0.0,47.0,1/1/2025,NY005010820,082,082,569,569,NY005244B,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,294",1305.0,"5,769.0",4.46,0,"2,406",2406.0,586,0.4696,11.0,0.0,11.0,5–9–12–17–20,"516,560.2",11.86,"533,018",12.24,"94,508","10,999,163",17.73%,203.0,"$22,701,754","$3,933",$620,W 104TH ST,MANHATTAN AVE,W 100TH ST,COLUMBUS AVE,MANHATTAN,7,13,30,69,07,1958-09-25T00:00:00.000,1979/08/01-ATP 4,,,,,MANHATTAN,0.019534497090606815
2022.0,DOUGLASS ADDITION,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010820,148,082,569,569,NY005244B,FEDERAL,CONVENTIONAL,NEW CONST,0.0,133,135.0,660.5,4.97,0,287,287.0,58,0.464,1.0,0.0,1.0,16,"25,272.8",0.58,"23,957",0.55,"8,884","1,289,500",37.08%,495.0,"$3,783,000","$5,667",$662,W 102ND ST,W 103RD ST,AMSTERDAM AVE,,MANHATTAN,7,12,30,69,07,1965-06-30T00:00:00.000,1979/08/01-ATP 4,,,,,MANHATTAN,0.0
2022.0,DE HOSTOS APARTMENTS,Unknown,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1/1/2025,NY005011270,155,155,265,259,NY005066,FEDERAL,CONVENTIONAL,NEW CONST,0.0,215,223.0,938.5,4.37,0,438,438.0,102,0.4857,1.0,0.0,1.0,22,"34,310.5",0.79,"32,690",0.75,"10,319","1,794,597",31.57%,556.0,"$4,044,899","$4,130",$598,AMSTERDAM AVE,W 93RD ST,BROADWAY,W 94TH ST,MANHATTAN,7,12,47,69,07,1969-03-28T00:00:00.000,,,,,,MANHATTAN,0.01141552511415525
2022.0,DAVIDSON,Unknown,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013420,190,342,301,301,NY005096A,FEDERAL,CONVENTIONAL,NEW CONST,,173,175.0,830.5,4.8,0,430,430.0,73,0.0043,1.0,0.0,2.0,8,"85,464.3",1.96,"82,967",1.9,"24,796","1,647,000",29.89%,219.0,"$8,704,709","$10,259",$590,PROSPECT AVE,HOME ST,167TH ST,UNION AVE,BRONX,3,15,32,79,17,1973-08-31T00:00:00.000,,PARTIALLY (1 STAIRHALL),,,09/28/2023,,0.0
2022.0,CYPRESS HILLS,Unknown,13.0,29.57,42.0,13.0,0.0,0.0,0.0,0.0,0.0,42.0,1/1/2025,NY005010700,070,070,536,536,NY005220G,FEDERAL,CONVENTIONAL,NEW CONST,0.0,"1,436",1444.0,"6,576.0",4.58,0,"2,824",2824.0,571,0.4202,15.0,0.0,30.0,7,"1,252,342.9",28.75,"1,264,130",29.02,"223,364","12,338,237",17.67%,98.0,"$14,773,000","$2,247",$585,SUTTER AVE,EUCLID AVE,LINDEN BLVD,FOUNTAIN AVE,BROOKLYN,5,08,19,60,42,1955-05-25T00:00:00.000,1978/07/01-ATP 3,,,,,BROOKLYN,0.014872521246458924
2022.0,CROWN HEIGHTS,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013510,312,351,331,765,NY005258,FEDERAL,TURNKEY,REHAB,,116,121.0,508.0,4.38,0,231,231.0,38,0.0033,8.0,0.0,8.0,4,"52,283.2",1.2,"51,255",1.18,"31,650","1,139,400",61.75%,192.0,"$7,974,650","$15,118",$688,BUFFALO AVE,BERGEN ST,RALPH AVE,SAINT JOHNS PL,BROOKLYN,8,"08, 09",20,55,41,1986-09-04T00:00:00.000,,,YES,,11/28/2023,,0.0
2022.0,CORSI HOUSES,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010640,199,064,359,219,NY005149,FEDERAL,CONVENTIONAL,NEW CONST (ELD),0.0,171,171.0,512.5,3.0,0,167,167.0,126,0.8571,1.0,0.0,1.0,16,"33,635.7",0.77,"32,004",0.73,"20,446","1,361,650",63.89%,216.0,"$6,600,521","$11,882",$343,E 116TH ST,E 117TH ST,FIRST AVE,SECOND AVE,MANHATTAN,11,13,29,68,08,1973-11-30T00:00:00.000,,EXCLUSIVELY,,,,,0.0
2022.0,COOPER PARK,Unknown,12.0,44.05,32.0,8.0,0.0,0.0,5.0,0.0,0.0,32.0,1/1/2025,NY005000690,069,069,223,223,NY005023,FEDERAL,CONVENTIONAL,NEW CONST,0.0,698,700.0,"3,270.0",4.68,0,"1,448",1448.0,311,0.4567,11.0,0.0,13.0,7,"539,446.7",12.38,"496,296",11.39,"86,767","5,878,957",16.40%,117.0,"$7,702,277","$2,346",$653,FROST ST,MORGAN AVE,KINGSLAND AVE,MASPETH AVE,BROOKLYN,1,07,18,53,34,1953-06-25T00:00:00.000,,,,,,BROOKLYN,0.022099447513812154
2022.0,CONLON LIHFE TOWER,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005010910,232,091,347,240,NY005137,FEDERAL,TURNKEY,NEW CONST (ELD),0.0,214,216.0,701.0,3.28,0,237,237.0,185,0.9024,1.0,0.0,1.0,13,"51,410.1",1.18,"51,873",1.19,"11,294","1,325,412",21.77%,201.0,"$5,835,896","$7,973",$405,170TH ST,172ND ST,JAMAICA AVE,93RD AVE,QUEENS,12,05,11,29,27,1973-03-31T00:00:00.000,,EXCLUSIVELY,,,,QUEENS,0.0
2022.0,CONEY ISLAND I (SITES 4 & 5),Unknown,8.0,18.17,10.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,1/1/2025,NY005011700,216,170,328,278,NY005123,FEDERAL,TURNKEY,NEW CONST,0.0,373,376.0,"1,865.5",5.0,0,889,889.0,142,0.3955,1.0,1.0,5.0,17,"187,028.0",4.29,"187,318",4.3,"38,750","4,017,326",20.69%,207.0,"$16,603,000","$8,808",$678,MERMAID AVE,W 25TH ST,SURF AVE,W 28TH ST,BROOKLYN,13,08,23,46,47,1974-07-31T00:00:00.000,,,,,,BROOKLYN,0.01124859392575928
2022.0,CONEY ISLAND I (SITE 8),Unknown,0.0,22.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005011720,238,172,334,334,NY005157,FEDERAL,TURNKEY,NEW CONST,0.0,123,125.0,621.5,5.05,0,263,263.0,34,0.3656,1.0,0.0,2.0,14,"67,728.2",1.55,"61,483",1.41,"11,970","1,187,936",19.47%,169.0,"$5,853,893","$9,255",$570,W 35TH ST,W 36TH ST,SURF AVE,MERMAID AVE,BROOKLYN,13,08,23,46,47,1973-12-31T00:00:00.000,,,,,,BROOKLYN,0.0
2022.0,CONEY ISLAND I (SITE 1B),Unknown,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1/1/2025,NY005011660,239,166,335,288,NY005161,FEDERAL,TURNKEY,NEW CONST,0.0,193,193.0,954.5,4.95,0,425,425.0,82,0.453,1.0,0.0,1.0,18,"95,454.5",2.19,"93,061",2.14,"14,078","1,876,990",15.13%,194.0,"$7,531,412","$7,829",$596,W 20TH ST,W 21ST ST,SURF AVE,MERMAID AVE,BROOKLYN,13,08,23,46,47,1973-05-31T00:00:00.000,,,,,,BROOKLYN,0.01647058823529412
2022.0,CONEY ISLAND,Unknown,0.0,15.87,21.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1/1/2025,NY005011700,094,170,671,671,NY005363,FEDERAL,CONVENTIONAL,NEW CONST,0.0,532,534.0,"2,433.0",4.57,0,989,989.0,237,0.4798,5.0,1.0,5.0,14,"240,354.4",5.52,"239,429",5.5,"38,119","4,912,800",12.75%,179.0,"$7,728,534","$3,165",$660,SURF AVE,W 32ND ST,RIEGELMANN BRDWK,W 29TH ST,BROOKLYN,13,08,23,46,47,1957-02-25T00:00:00.000,1995/07/13-PTA,,,,,BROOKLYN,0.021233569261880688
2022.0,COLLEGE AVENUE-EAST 165TH STREET,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013080,236,308,351,344,NY005148,FEDERAL,TURNKEY,NEW CONST (ELD),0.0,92,95.0,297.0,3.23,0,101,101.0,81,0.9101,1.0,0.0,1.0,6,"23,313.3",0.54,"22,146",0.51,"10,022","784,399",45.25%,189.0,"$2,518,156","$7,869",$337,E 166TH ST,FINDLAY AVE,E 165TH ST,COLLEGE AVE,BRONX,4,15,32,77,16,1972-07-31T00:00:00.000,,EXCLUSIVELY,,,,BRONX,0.0
2022.0,CLINTON,Unknown,0.0,21.88,14.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,1/1/2025,NY005001230,123,123,245,245,NY005045,FEDERAL,CONVENTIONAL,NEW CONST,0.0,747,749.0,"3,519.5",4.71,0,"1,571",1571.0,344,0.4693,6.0,2.0,6.0,9–18,"237,077.1",5.44,"232,673",5.34,"51,879","6,740,935",21.28%,289.0,"$16,774,779","$4,756",$649,PARK & LEX AVES,"E 104TH,106TH STS",E 108TH ST,E 110TH ST,MANHATTAN,11,13,29,68,08,1965-10-31T00:00:00.000,,,,,,MANHATTAN,0.008911521323997454
2022.0,CLASON POINT GARDENS,Unknown,0.0,29.57,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005012800,011,088,208,506,NY005007,FEDERAL,CONVENTIONAL,NEW CONST,0.0,399,401.0,"1,883.5",4.72,0,785,785.0,166,0.4474,46.0,0.0,192.0,2,"736,462.4",16.91,"742,013",17.03,"154,304","3,388,939",20.80%,46.0,"$2,067,000","$1,116",$730,STORY AVE,SEWARD AVE,NOBLE AVE,METCALF AVE,BRONX,9,14,34,85,18,1941-12-20T00:00:00.000,,,,,,BRONX,0.0
2022.0,CLAREMONT REHAB (GROUP 5),Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013080,336,308,752,750,NY005274,FEDERAL,TURNKEY,REHAB,0.0,126,135.0,548.0,4.35,0,243,243.0,42,0.375,3.0,0.0,3.0,5,"54,966.7",1.26,"53,898",1.24,"28,605","2,927,721",53.07%,193.0,"$8,551,169","$14,555",$661,COLLEGE AVE,E 167TH ST,FINDLAY AVE,E 166TH ST,BRONX,4,15,32,77,16,1985-11-30T00:00:00.000,,,YES,,,BRONX,0.0
2022.0,CLAREMONT REHAB (GROUP 4),Unknown,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,1/1/2025,NY005013080,335,308,751,750,NY005273,FEDERAL,TURNKEY,REHAB,0.0,136,150.0,605.0,4.45,0,272,272.0,45,0.3571,9.0,0.0,9.0,4–5,"47,580.4",1.09,"45,636",1.05,"29,519","2,656,710",64.68%,249.0,"$10,283,674","$15,605",$584,E 169TH ST,CLAY AVE,E 165TH ST,FINDLAY AVE,BRONX,4,15,32,77,16,1986-10-23T00:00:00.000,,,YES,,,BRONX,0.01838235294117647
2022.0,CLAREMONT REHAB (GROUP 3),Unknown,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013080,308,308,750,750,NY005223,FEDERAL,TURNKEY,REHAB,0.0,106,115.0,467.0,4.41,0,222,222.0,35,0.3571,5.0,0.0,5.0,5,"35,880.0",0.82,"35,423",0.81,"21,985","1,538,950",62.06%,270.0,"$7,234,594","$14,061",$579,E 167TH ST,TELLER AVE,E 165TH ST,FINDLAY AVE,BRONX,4,15,32,77,16,1985-02-28T00:00:00.000,,,YES,,,BRONX,0.0
2022.0,CLAREMONT REHAB (GROUP 2),Unknown,0.0,15.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1/1/2025,NY005013080,307,308,330,750,NY005246,FEDERAL,TURNKEY,REHAB,0.0,106,107.0,455.0,4.29,0,218,218.0,42,0.4242,6.0,0.0,6.0,5–6,"32,669.1",0.75,"31,874",0.73,"21,948","3,488,634",68.86%,291.0,"$11,430,362","$24,822",$511,CLAY AVE,E 169TH ST,WEBSTER AVE,E 166TH ST,BRONX,4,15,32,77,16,1987-12-31T00:00:00.000,,,YES,,,BRONX,0.05045871559633028
2022.0,CLAREMONT PARKWAY-FRANKLIN AVENUE,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1/1/2025,NY005013420,334,342,779,753,NY005253,FEDERAL,TURNKEY,NEW CONST,,173,188.0,678.5,3.92,0,248,248.0,116,0.0068,3.0,0.0,13.0,3-7,"138,623.8",3.18,"134,390",3.09,"35,258","1,584,850",26.24%,78.0,"$12,645,913","$17,252",$388,CLAREMONT PKWY,FULTON AVE,E 171ST ST,THIRD AVE,BRONX,3,15,32,79,16,1986-12-16T00:00:00.000,,PARTIALLY (1 BUILDING),YES,,09/28/2023,,0.0
2022.0,CHELSEA ADDITION,Unknown,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1/1/2025,NY005011340,176,134,451,451,NY005361,FEDERAL,CONVENTIONAL,NEW CONST (ELD),0.0,95,96.0,332.5,3.5,0,106,106.0,79,0.9634,1.0,0.0,1.0,14,"45,678.1",1.05,"44,921",1.03,"14,475","1,021,739",32.22%,101.0,"$2,402,000","$7,149",$410,CHELSEA PARK,W 26TH ST,TENTH AVE,,MANHATTAN,4,12,47,75,03,1968-04-30T00:00:00.000,1995/07/13-PTA,EXCLUSIVELY,,,,MANHATTAN,0.04716981132075472
2022.0,CHELSEA,Unknown,0.0,22.52,31.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1/1/2025,NY005021340,134,134,446,446,NY005372,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,68.0,423,425.0,"1,905.5",4.5,143,679,822.0,167,0.4326,2.0,0.0,4.0,21,"76,942.9",1.77,"74,488",1.71,"18,557","3,689,065",24.91%,465.0,"$8,776,000","$4,584",$670,W 25TH ST,W 26TH ST,NINTH AVE,,MANHATTAN,4,12,47,75,03,1964-05-31T00:00:00.000,,,,,,MANHATTAN,0.037712895377128956
